기관명,과정명,회차,수강확정인원,수료인원,6개월후_취업률,직종,과정상황,수강신청인원,모집인원,훈련유형,개강일,종강일,주소,만족도_평균점수
대한상공회의소,SAP Young Next Cloud Academy,16,24,23,78.3,응용SW엔지니어링,과정 종료,25,25,K-디지털트레이닝,2023-06-27,2023-12-20,서울 중구,4.58
대한상공회의소,SAP Young Next Cloud Academy,17,25,25,100.0,응용SW엔지니어링,과정 종료,25,25,K-디지털트레이닝,2023-06-27,2023-12-20,서울 중구,4.58
대한상공회의소,SAP Young Next Cloud Academy,18,25,25,92.0,응용SW엔지니어링,과정 종료,26,25,K-디지털트레이닝,2023-06-27,2023-12-20,서울 중구,4.58
대한상공회의소,SAP Young Next Cloud Academy,19,20,18,83.3,응용SW엔지니어링,과정 종료,20,25,K-디지털트레이닝,2023-06-27,2023-12-20,서울 중구,4.58
대한상공회의소,SAP Young Next Cloud Academy,20,25,24,79.2,응용SW엔지니어링,과정 종료,26,25,K-디지털트레이닝,2023-12-28,2024-06-25,서울 중구,4.58
대한상공회의소,SAP Young Next Cloud Academy,21,25,23,95.7,응용SW엔지니어링,과정 종료,27,25,K-디지털트레이닝,2023-12-28,2024-06-25,서울 중구,4.58
대한상공회의소,SAP Young Next Cloud Academy,22,25,24,70.8,응용SW엔지니어링,과정 종료,26,25,K-디지털트레이닝,2023-12-28,2024-06-25,서울 중구,4.58
대한상공회의소,SAP Young Next Cloud Academy,23,25,23,73.9,응용SW엔지니어링,과정 종료,25,25,K-디지털트레이닝,2023-12-28,2024-06-25,서울 중구,4.58
대한상공회의소,SAP Young Next Cloud Academy,24,25,23,91.3,응용SW엔지니어링,과정 종료,26,25,K-디지털트레이닝,2023-12-28,2024-06-25,서울 중구,4.58
대한상공회의소,SAP Young Next Cloud Academy,25,25,25,72.0,응용SW엔지니어링,과정 종료,27,25,K-디지털트레이닝,2023-12-28,2024-06-25,서울 중구,4.58
대한상공회의소,[마이크로소프트] Microsoft AI School,4,22,12,58.3,응용SW엔지니어링,과정 종료,32,30,K-디지털트레이닝,2023-04-03,2023-09-19,서울 중구,3.94
대한상공회의소,[마이크로소프트] Microsoft AI School,5,20,14,50.0,응용SW엔지니어링,과정 종료,28,30,K-디지털트레이닝,2023-04-03,2023-09-19,서울 중구,3.94
대한상공회의소,[마이크로소프트] Microsoft AI School,6,16,9,22.2,응용SW엔지니어링,과정 종료,19,30,K-디지털트레이닝,2023-04-03,2023-09-19,서울 중구,3.94
대한상공회의소,[마이크로소프트] Microsoft AI School,7,22,11,45.5,응용SW엔지니어링,과정 종료,24,30,K-디지털트레이닝,2023-04-03,2023-09-19,서울 중구,3.94
대한상공회의소,[마이크로소프트] Microsoft AI School,8,20,16,31.3,응용SW엔지니어링,과정 종료,22,30,K-디지털트레이닝,2023-04-03,2023-09-19,서울 중구,3.94
대한상공회의소,[마이크로소프트] Microsoft AI School,9,20,13,38.5,응용SW엔지니어링,과정 종료,24,30,K-디지털트레이닝,2023-04-03,2023-09-19,서울 중구,3.94
대한상공회의소,[마이크로소프트] Microsoft AI School,10,25,17,23.5,응용SW엔지니어링,과정 종료,30,30,K-디지털트레이닝,2023-06-26,2023-12-15,서울 중구,3.94
대한상공회의소,[마이크로소프트] Microsoft AI School,11,22,16,62.6,응용SW엔지니어링,과정 종료,23,30,K-디지털트레이닝,2023-06-26,2023-12-15,서울 중구,3.94
대한상공회의소,[마이크로소프트] Microsoft AI School,12,29,18,50.0,응용SW엔지니어링,과정 종료,35,30,K-디지털트레이닝,2023-06-26,2023-12-15,서울 중구,3.94
대한상공회의소,[마이크로소프트] Microsoft AI School,13,19,12,33.3,응용SW엔지니어링,과정 종료,21,30,K-디지털트레이닝,2023-06-26,2023-12-15,서울 중구,3.94
더조은컴퓨터아카데미 종로,빅데이터 플랫폼 구축(하둡)과 빅데이터분석(by Spark&Power Bi)&자바(JAVA)웹개발,14,17,14,50.0,빅데이터분석,과정 종료,17,20,K-디지털트레이닝,2023-02-20,2023-08-17,서울 종로구,4.26
더조은컴퓨터아카데미 종로,빅데이터 플랫폼 구축(하둡)과 빅데이터분석(by Spark&Power Bi)&자바(JAVA)웹개발,15,12,12,66.7,빅데이터분석,과정 종료,16,20,K-디지털트레이닝,2023-05-30,2023-12-04,서울 종로구,4.26
더조은컴퓨터아카데미 종로,빅데이터분석(with 파이썬)과 엘라스틱서치를 활용한 자바(Java)웹개발자양성,5,29,22,54.5,빅데이터분석,과정 종료,31,30,K-디지털트레이닝,2023-04-05,2023-11-23,서울 종로구,4.25
더조은컴퓨터아카데미 종로,빅데이터분석(with 파이썬)과 엘라스틱서치를 활용한 자바(Java)웹개발자양성,6,18,12,41.7,빅데이터분석,과정 종료,21,20,K-디지털트레이닝,2023-07-24,2024-03-07,서울 종로구,4.25
더조은컴퓨터아카데미 종로,빅데이터분석(with 파이썬)과 엘라스틱서치를 활용한 자바(Java)웹개발자양성,7,14,8,25.0,빅데이터분석,과정 종료,20,20,K-디지털트레이닝,2023-11-29,2024-07-12,서울 종로구,4.25
더조은컴퓨터아카데미 종로,클라우드(AWS) 환경에서 개발하는 풀스택(프론트엔드&백엔드) 자바(JAVA)웹&앱,1,18,10,50.0,응용SW엔지니어링,과정 종료,19,30,K-디지털트레이닝,2023-05-10,2023-12-21,서울 종로구,3.68
더조은컴퓨터아카데미 종로,클라우드(AWS) 환경에서 개발하는 풀스택(프론트엔드&백엔드) 자바(JAVA)웹&앱,2,13,6,16.7,응용SW엔지니어링,과정 종료,19,30,K-디지털트레이닝,2023-10-11,2024-05-20,서울 종로구,3.68
더조은컴퓨터아카데미 종로,클라우드(AWS) 환경에서 개발하는 풀스택(프론트엔드&백엔드) 자바(JAVA)웹&앱,3,24,20,25.0,응용SW엔지니어링,과정 종료,26,30,K-디지털트레이닝,2023-12-27,2024-08-05,서울 종로구,3.68
에이아이아카데미학원,클라우드기반 AI 서비스 개발자 양성과정,3,17,10,90.0,응용SW엔지니어링,과정 종료,19,30,K-디지털트레이닝,2023-02-27,2023-08-25,서울 강남구,4.75
에이아이아카데미학원,클라우드기반 AI 서비스 개발자 양성과정,4,13,11,81.8,응용SW엔지니어링,과정 종료,14,30,K-디지털트레이닝,2023-12-28,2024-06-28,서울 강남구,4.75
이젠아카데미 DX교육센터,AWS 프론트엔드 풀스택 웹서비스개발(데이터분석 플랫폼),2,30,23,82.6,응용SW엔지니어링,과정 종료,31,30,K-디지털트레이닝,2023-03-21,2023-08-25,서울 종로구,4.66
이젠아카데미 DX교육센터,AWS 프론트엔드 풀스택 웹서비스개발(데이터분석 플랫폼),3,24,20,55.0,응용SW엔지니어링,과정 종료,29,30,K-디지털트레이닝,2023-09-13,2024-02-27,서울 종로구,4.66
이젠아카데미 DX교육센터,AWS 프론트엔드 풀스택 웹서비스개발(데이터분석 플랫폼),4,11,8,50.0,응용SW엔지니어링,과정 종료,13,30,K-디지털트레이닝,2023-12-01,2024-05-10,서울 종로구,4.66
주식회사멋쟁이사자처럼,멋쟁이사자처럼 데이터 분석 스쿨,1,32,15,53.4,빅데이터분석,과정 종료,41,60,K-디지털트레이닝,2023-11-14,2024-04-19,서울 종로구,4.26
주식회사멋쟁이사자처럼,멋쟁이사자처럼 디자인 스쿨,1,58,47,44.7,UI/UX엔지니어링,과정 종료,66,60,K-디지털트레이닝,2023-05-09,2023-09-01,서울 종로구,4.24
주식회사멋쟁이사자처럼,멋쟁이사자처럼 백엔드 스쿨,3,98,74,27.1,응용SW엔지니어링,과정 종료,104,100,K-디지털트레이닝,2023-02-20,2023-07-14,서울 종로구,4.11
주식회사멋쟁이사자처럼,멋쟁이사자처럼 백엔드 스쿨,4,108,83,44.6,응용SW엔지니어링,과정 종료,118,110,K-디지털트레이닝,2023-04-17,2023-09-15,서울 종로구,4.11
주식회사멋쟁이사자처럼,멋쟁이사자처럼 백엔드 스쿨,5,82,58,43.1,응용SW엔지니어링,과정 종료,94,110,K-디지털트레이닝,2023-10-18,2024-04-04,서울 종로구,4.11
주식회사멋쟁이사자처럼,멋쟁이사자처럼 백엔드 스쿨,6,53,32,59.4,응용SW엔지니어링,과정 종료,56,110,K-디지털트레이닝,2023-11-16,2024-05-03,서울 종로구,4.11
주식회사멋쟁이사자처럼,멋쟁이사자처럼 블록체인 스쿨,2,43,29,34.5,응용SW엔지니어링,과정 종료,46,80,K-디지털트레이닝,2023-03-10,2023-07-14,서울 종로구,4.36
주식회사멋쟁이사자처럼,멋쟁이사자처럼 블록체인 스쿨,3,28,15,26.7,응용SW엔지니어링,과정 종료,33,80,K-디지털트레이닝,2023-10-18,2024-02-29,서울 종로구,4.36
주식회사멋쟁이사자처럼,멋쟁이사자처럼 앱/iOS 스쿨,2,93,67,28.4,응용SW엔지니어링,과정 종료,100,100,K-디지털트레이닝,2023-05-22,2023-10-25,서울 종로구,3.93
주식회사멋쟁이사자처럼,멋쟁이사자처럼 앱/iOS 스쿨,3,61,50,28.0,응용SW엔지니어링,과정 종료,70,100,K-디지털트레이닝,2023-09-11,2024-02-28,서울 종로구,3.93
주식회사멋쟁이사자처럼,멋쟁이사자처럼 앱/iOS 스쿨,4,25,18,66.7,응용SW엔지니어링,과정 종료,34,100,K-디지털트레이닝,2023-11-20,2024-05-03,서울 종로구,3.93
주식회사멋쟁이사자처럼,멋쟁이사자처럼 앱/안드로이드 스쿨,1,38,32,25.0,응용SW엔지니어링,과정 종료,42,80,K-디지털트레이닝,2023-04-24,2023-09-26,서울 종로구,4.36
주식회사멋쟁이사자처럼,멋쟁이사자처럼 앱/안드로이드 스쿨,2,41,30,53.3,응용SW엔지니어링,과정 종료,47,80,K-디지털트레이닝,2023-12-26,2024-06-13,서울 종로구,4.36
주식회사멋쟁이사자처럼,멋쟁이사자처럼 프론트엔드 스쿨,6,99,89,31.5,응용SW엔지니어링,과정 종료,107,110,K-디지털트레이닝,2023-02-27,2023-06-30,서울 종로구,4.58
주식회사멋쟁이사자처럼,멋쟁이사자처럼 프론트엔드 스쿨,7,71,52,30.8,응용SW엔지니어링,과정 종료,79,110,K-디지털트레이닝,2023-05-24,2023-09-26,서울 종로구,4.58
주식회사멋쟁이사자처럼,멋쟁이사자처럼 프론트엔드 스쿨,8,88,77,40.3,응용SW엔지니어링,과정 종료,93,110,K-디지털트레이닝,2023-07-03,2023-11-10,서울 종로구,4.58
주식회사멋쟁이사자처럼,멋쟁이사자처럼 프론트엔드 스쿨,9,44,34,44.1,응용SW엔지니어링,과정 종료,54,110,K-디지털트레이닝,2023-10-23,2024-03-15,서울 종로구,4.58
주식회사멋쟁이사자처럼,멋쟁이사자처럼 프론트엔드 스쿨,10,40,34,58.8,응용SW엔지니어링,과정 종료,41,110,K-디지털트레이닝,2023-12-04,2024-04-26,서울 종로구,4.58
주식회사멋쟁이사자처럼,파이썬을 활용한 고도화 백엔드 아키텍처 설계 및 개발 과정,1,30,14,35.7,응용SW엔지니어링,과정 종료,31,100,K-디지털트레이닝,2023-05-22,2023-10-24,서울 종로구,4.25
중앙HTA IT교육원,"Public Cloud 활용 자바(JAVA) 웹 애플리케이션(Spring, Docker) 개발자 양성과정",1,8,6,50.0,응용SW엔지니어링,과정 종료,9,20,K-디지털트레이닝,2023-06-12,2023-12-27,서울 종로구,3.94
중앙HTA IT교육원,"Public Cloud 활용 자바(JAVA) 웹 애플리케이션(Spring, Docker) 개발자 양성과정",2,16,8,37.5,응용SW엔지니어링,과정 종료,18,30,K-디지털트레이닝,2023-07-31,2024-02-19,서울 종로구,3.94
중앙HTA IT교육원,"Public Cloud 활용 자바(JAVA) 웹 애플리케이션(Spring, Docker) 개발자 양성과정",3,10,9,66.7,응용SW엔지니어링,과정 종료,10,28,K-디지털트레이닝,2023-09-11,2024-03-29,서울 종로구,3.94
중앙HTA IT교육원,"Public Cloud 활용 자바(JAVA) 웹 애플리케이션(Spring, Docker) 개발자 양성과정",4,13,12,66.6,응용SW엔지니어링,과정 종료,14,30,K-디지털트레이닝,2023-10-23,2024-05-16,서울 종로구,3.94
중앙HTA IT교육원,자바(Java)기반 컨테이너 애플리케이션 가상화를 통한 Cloud Office 구축 프로젝트 과정,5,15,9,55.6,인프라스트럭쳐아키텍처구축,과정 종료,15,30,K-디지털트레이닝,2023-02-20,2023-08-21,서울 종로구,4.46
중앙HTA IT교육원,자바(Java)기반 컨테이너 애플리케이션 가상화를 통한 Cloud Office 구축 프로젝트 과정,6,23,20,40.0,인프라스트럭쳐아키텍처구축,과정 종료,24,30,K-디지털트레이닝,2023-03-13,2023-09-12,서울 종로구,4.46
중앙HTA IT교육원,자바(Java)기반 컨테이너 애플리케이션 가상화를 통한 Cloud Office 구축 프로젝트 과정,7,20,18,27.8,인프라스트럭쳐아키텍처구축,과정 종료,23,30,K-디지털트레이닝,2023-05-02,2023-11-06,서울 종로구,4.46
중앙HTA IT교육원,자바(Java)기반 컨테이너 애플리케이션 가상화를 통한 Cloud Office 구축 프로젝트 과정,8,14,12,25.0,인프라스트럭쳐아키텍처구축,과정 종료,16,30,K-디지털트레이닝,2023-12-26,2024-07-01,서울 종로구,4.46
케이지에듀원 아이티뱅크종로학원,퍼블릭 클라우드 기반 DevSecOps 융합 인재 양성 과정,1,18,13,46.2,응용SW엔지니어링,과정 종료,19,25,K-디지털트레이닝,2023-06-26,2023-12-27,서울 종로구,4.06
케이지에듀원 아이티뱅크종로학원,퍼블릭 클라우드 기반 DevSecOps 융합 인재 양성 과정,2,25,17,47.1,응용SW엔지니어링,과정 종료,26,25,K-디지털트레이닝,2023-08-03,2024-02-06,서울 종로구,4.06
케이지에듀원 아이티뱅크종로학원,핀테크 서비스를 위한 풀스택 개발자 양성 과정,1,17,16,56.3,핀테크엔지니어링,과정 종료,21,25,K-디지털트레이닝,2023-06-07,2023-12-08,서울 종로구,3.5
케이지에듀원 아이티뱅크종로학원,핀테크 서비스를 위한 풀스택 개발자 양성 과정,2,24,17,58.8,핀테크엔지니어링,과정 종료,25,25,K-디지털트레이닝,2023-08-31,2024-02-29,서울 종로구,3.5
케이지에듀원 아이티뱅크종로학원,하이브리드 및 멀티클라우드 아키텍트 양성 과정,2,25,23,60.8,IT시스템관리,과정 종료,26,25,K-디지털트레이닝,2023-05-11,2023-10-16,서울 종로구,3.87
케이지에듀원 아이티뱅크종로학원,하이브리드 및 멀티클라우드 아키텍트 양성 과정,3,22,17,70.6,IT시스템관리,과정 종료,27,25,K-디지털트레이닝,2023-10-23,2024-03-20,서울 종로구,3.87
하이미디어아카데미인재개발원,React.js와 Springboot를 활용한 자바 풀스택 개발자,4,25,18,44.4,응용SW엔지니어링,과정 종료,28,30,K-디지털트레이닝,2023-03-10,2023-08-22,서울 종로구,4.51
하이미디어아카데미인재개발원,React.js와 Springboot를 활용한 자바 풀스택 개발자,5,26,21,61.9,응용SW엔지니어링,과정 종료,32,30,K-디지털트레이닝,2023-03-27,2023-09-14,서울 종로구,4.51
하이미디어아카데미인재개발원,React.js와 Springboot를 활용한 자바 풀스택 개발자,6,23,21,33.3,응용SW엔지니어링,과정 종료,28,30,K-디지털트레이닝,2023-07-04,2023-12-22,서울 종로구,4.51
하이미디어아카데미인재개발원,React.js와 Springboot를 활용한 자바 풀스택 개발자,7,23,20,45.0,응용SW엔지니어링,과정 종료,25,30,K-디지털트레이닝,2023-09-19,2024-02-29,서울 종로구,4.51
하이미디어아카데미인재개발원,React.js와 Springboot를 활용한 자바 풀스택 개발자,8,15,11,63.6,응용SW엔지니어링,과정 종료,19,30,K-디지털트레이닝,2023-12-11,2024-06-01,서울 종로구,4.51
하이미디어아카데미인재개발원,"[실무프로젝트]자바 웹개발자(React, Springboot, intelliJ, AWS)",1,17,15,66.7,응용SW엔지니어링,과정 종료,20,30,K-디지털트레이닝,2023-12-27,2024-06-19,서울 종로구,4.01
하이미디어아카데미인재개발원,스마트웹 모바일 서비스를 위한 클라우드 기반의 MSA 풀스택 자바 개발자,5,18,12,33.3,응용SW엔지니어링,과정 종료,21,30,K-디지털트레이닝,2023-04-25,2023-10-20,서울 종로구,4.11
하이미디어아카데미인재개발원,스마트웹 모바일 서비스를 위한 클라우드 기반의 MSA 풀스택 자바 개발자,6,17,11,45.5,응용SW엔지니어링,과정 종료,21,30,K-디지털트레이닝,2023-06-08,2023-12-08,서울 종로구,4.11
하이미디어아카데미인재개발원,자바 풀스택개발자(React.js+Springboot+엘라스틱 서치)취업과정,1,14,8,50.0,응용SW엔지니어링,과정 종료,16,30,K-디지털트레이닝,2023-11-14,2024-05-08,서울 종로구,3.81
한국표준협회,Cisco VirtuNet Cloud 통합 구현,1,29,26,65.4,IT시스템관리,과정 종료,35,30,K-디지털트레이닝,2023-11-07,2024-05-02,서울 강남구,4.53
한국표준협회,Cisco VirtuNet Cloud 통합 구현,2,24,20,60.0,IT시스템관리,과정 종료,28,30,K-디지털트레이닝,2023-12-27,2024-06-27,서울 강남구,4.53
